clc_quartier;clc_secteur;haut_tot;haut_tronc;tronc_diam;fk_stadedev;fk_port;fk_pied;fk_situation;age_estim;fk_prec_estim;feuillage;remarquable
Quartier du Centre-Ville;Quai Gayant;6;2;37;Jeune;semi libre;gazon;Alignement;15;5;Feuillu;Non
Quartier Saint-Jean;Rue Demoustier;0;0;0;NA;NA;fosse arbre;Alignement;15;10;NA;Non
Quartier du Vermandois;Stade Cepy;13;1;160;Adulte;semi libre;gazon;Groupe;50;10;Conifère;Non
Quartier du Centre-Ville;Rue Villebois Mareuil;12;3;116;Adulte;semi libre;gazon;Alignement;30;10;Feuillu;Non
Quartier de l'Europe;Square des Marronniers;16;3;150;Adulte;semi libre;gazon;Groupe;50;2;Feuillu;Non
Quartier de l'Europe;Avenue Buffon;5;2;170;Adulte;réduit;gazon;Isolé;40;2;Feuillu;Non
Quartier de l'Europe;Rue Laplace;8;3;103;Adulte;réduit relâché;fosse arbre;Alignement;30;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;6;3;100;Adulte;réduit;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;8;2;85;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;8;4;105;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;4;135;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;4;121;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;107;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;5;125;Adulte;réduit relâché;fosse arbre;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;92;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;150;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;4;115;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;4;89;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;5;115;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;5;103;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;145;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;135;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;7;4;115;Adulte;réduit;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;7;4;137;Adulte;réduit;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;7;165;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;8;140;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;140;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;160;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;140;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;160;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;163;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;139;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;165;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;11;4;140;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;142;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;11;4;140;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;11;4;160;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;110;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;125;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;138;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;125;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;115;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;150;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;150;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;3;130;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;150;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;130;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;160;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;3;110;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;145;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;105;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;120;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;140;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;140;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;3;115;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;140;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;135;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;130;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;140;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;3;115;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;165;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;115;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;140;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;130;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;130;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;125;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;150;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;140;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;8;3;100;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;135;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;135;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;150;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;130;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;170;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;160;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;155;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;190;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;115;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;140;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;170;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;5;140;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;150;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;150;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;145;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;125;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;160;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;120;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;120;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;145;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;185;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;180;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;145;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;165;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;105;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;150;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;145;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;160;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;105;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;165;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;11;4;150;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;120;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;130;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;130;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;135;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;145;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;130;Adulte;réduit relâché;fosse arbre;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;110;Adulte;réduit relâché;fosse arbre;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;100;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;165;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;105;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;140;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;100;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;115;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;120;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;125;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;115;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;135;Adulte;réduit relâché;Bande de terre;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;150;Adulte;réduit relâché;gazon;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;155;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;11;2;135;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;125;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;4;95;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;94;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;3;110;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue Jean Mermoz;13;4;160;Adulte;réduit relâché;gazon;Isolé;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;105;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;7;2;100;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;8;2;90;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;8;2;90;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;8;2;85;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;8;2;95;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;8;2;70;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;8;2;85;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;8;2;70;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;8;2;65;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;8;2;65;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;120;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;100;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;75;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;90;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;75;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;115;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue Jean Mermoz;12;3;160;Adulte;réduit relâché;gazon;Isolé;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue Jean Mermoz;12;3;185;Adulte;réduit relâché;gazon;Isolé;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue Jean Mermoz;13;4;155;Adulte;réduit relâché;gazon;Isolé;50;10;Feuillu;Non
Quartier Saint-Martin - Oëstres;Rue Jean Mermoz;13;4;155;Adulte;réduit relâché;gazon;Isolé;50;10;Feuillu;Non
Quartier de l'Europe;Avenue Robert Schuman;9;2;195;Adulte;semi libre;Bande de terre;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Avenue Robert Schuman;8;2;120;Adulte;semi libre;gazon;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Avenue Robert Schuman;9;2;180;Adulte;semi libre;gazon;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Avenue Robert Schuman;9;2;190;Adulte;semi libre;gazon;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Avenue Robert Schuman;10;2;150;Adulte;semi libre;gazon;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Avenue Robert Schuman;6;2;115;Adulte;semi libre;gazon;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Avenue Robert Schuman;11;2;150;Adulte;semi libre;gazon;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Avenue Robert Schuman;11;2;190;Adulte;semi libre;gazon;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Avenue Robert Schuman;11;2;175;Adulte;semi libre;gazon;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Avenue Robert Schuman;11;2;185;Adulte;semi libre;gazon;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Avenue Robert Schuman;11;2;155;Adulte;semi libre;gazon;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Ecole primaire Pierre Laroche;14;2;120;Adulte;réduit;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Ecole primaire Pierre Laroche;14;2;110;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Ecole primaire Pierre Laroche;13;3;110;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Ecole primaire Pierre Laroche;14;4;120;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Ecole primaire Pierre Laroche;14;2;125;Adulte;réduit relâché;Revetement non permeable;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Ecole primaire Pierre Laroche;13;4;115;Adulte;réduit relâché;Bande de terre;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Ecole primaire Pierre Laroche;14;4;110;Adulte;réduit relâché;Bande de terre;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Ecole primaire Pierre Laroche;14;4;115;Adulte;réduit relâché;Bande de terre;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Ecole primaire Pierre Laroche;13;4;125;Adulte;réduit relâché;Bande de terre;Alignement;50;10;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;9;245;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier de l'Europe;Ecole primaire Pierre Laroche;14;4;120;Adulte;réduit relâché;Bande de terre;Alignement;50;10;Feuillu;Non
Quartier de l'Europe;Ecole primaire Pierre Laroche;14;4;150;Adulte;réduit relâché;Bande de terre;Alignement;50;10;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;11;215;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;12;210;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;21;13;210;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;13;190;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;13;215;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;12;195;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;25;13;210;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;14;195;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;14;205;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;20;14;180;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;23;13;190;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;13;190;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;13;200;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;13;225;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;16;175;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;13;190;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;19;11;200;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;23;10;220;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;25;14;215;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;10;220;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;10;260;Adulte;semi libre;gazon;Groupe;130;30;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;23;10;195;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;24;8;190;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;18;8;185;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;20;8;205;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;25;11;260;Adulte;semi libre;gazon;Groupe;130;30;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;23;8;210;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;25;9;235;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;22;13;195;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;25;6;175;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
Quartier Remicourt;Parc des Champs-Elysées;20;11;175;Adulte;semi libre;gazon;Groupe;80;20;Feuillu;Non
