clc_quartier;clc_secteur;haut_tot;haut_tronc;tronc_diam;fk_stadedev;fk_port;fk_pied;fk_situation;age_estim;fk_prec_estim;feuillage;remarquable
Quartier du Centre-Ville;Ecole élémentaire Amédée Ozenfant;15;2;78;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier du Centre-Ville;Ecole élémentaire Amédée Ozenfant;13;2;126;Adulte;semi libre;gazon;Groupe;30;10;Conifère;Non
Quartier du Centre-Ville;Ecole élémentaire Amédée Ozenfant;13;3;119;Adulte;semi libre;gazon;Groupe;30;10;Conifère;Non
Quartier du Centre-Ville;Ecole élémentaire Amédée Ozenfant;13;3;135;Adulte;semi libre;gazon;Groupe;30;10;Conifère;Non
Quartier de l'Europe;Rue Henri Barbusse;20;3;185;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;20;3;141;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;20;3;151;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;20;3;201;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;20;3;157;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;20;3;129;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;20;3;204;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;19;3;120;Adulte;semi libre;gazon;Groupe;35;10;Conifère;Non
Quartier de l'Europe;Rue Henri Barbusse;20;4;110;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;19;1;200;Adulte;semi libre;Bande de terre;Isolé;45;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;8;5;135;Adulte;semi libre;Bande de terre;Isolé;45;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;11;3;85;Adulte;semi libre;Bac de plantation;Isolé;20;10;Conifère;Non
Quartier de l'Europe;Rue Henri Barbusse;11;2;200;Adulte;semi libre;Bande de terre;Isolé;45;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;12;2;110;Adulte;semi libre;Bande de terre;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;7;2;105;Adulte;semi libre;Bande de terre;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;6;2;70;Adulte;semi libre;Bande de terre;Isolé;30;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;11;2;65;Adulte;semi libre;Bande de terre;Isolé;30;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;11;2;130;Adulte;semi libre;Bande de terre;Groupe;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;12;2;140;Adulte;semi libre;Bande de terre;Groupe;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;15;2;145;Adulte;semi libre;gazon;Isolé;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;11;4;135;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;11;3;120;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;14;2;80;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;15;2;145;Adulte;semi libre;gazon;Groupe;50;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;13;3;115;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;13;6;150;Adulte;semi libre;gazon;Groupe;40;10;Conifère;Non
Quartier de l'Europe;Rue Henri Barbusse;15;5;165;Adulte;semi libre;gazon;Groupe;40;10;Conifère;Non
Quartier de l'Europe;Rue Henri Barbusse;18;2;150;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;11;2;140;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;14;3;110;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;14;2;120;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;5;2;120;Adulte;semi libre;Bande de terre;Isolé;30;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;19;5;140;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;18;4;110;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;18;4;90;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;4;3;60;Adulte;semi libre;Bande de terre;Isolé;25;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;12;5;100;Adulte;semi libre;Bande de terre;Isolé;30;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;5;2;18;Adulte;semi libre;Bande de terre;Isolé;45;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;5;2;160;Adulte;semi libre;Bande de terre;Isolé;45;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;4;2;20;Adulte;semi libre;gazon;Isolé;8;3;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;17;2;205;Adulte;semi libre;gazon;Isolé;45;10;Conifère;Non
Quartier de l'Europe;Rue Henri Barbusse;5;2;80;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;5;2;85;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;5;2;90;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;10;2;130;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;10;2;90;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;11;2;90;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;10;2;90;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;12;2;140;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;10;2;110;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;12;2;120;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;12;2;120;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;12;2;125;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;11;2;110;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;10;2;100;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;11;2;90;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;11;2;110;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;11;2;100;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;11;2;130;Adulte;tête de chat relaché;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;9;2;105;Adulte;tête de chat;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;11;2;130;Adulte;tête de chat;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;9;2;90;Adulte;tête de chat;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;8;2;80;Adulte;tête de chat;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;9;2;100;Adulte;tête de chat;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;9;2;95;Adulte;tête de chat;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;9;2;105;Adulte;tête de chat;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;9;2;115;Adulte;tête de chat;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;9;2;110;Adulte;tête de chat;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;8;2;90;Adulte;tête de chat;gazon;Alignement;35;10;Feuillu;Non
Quartier de l'Europe;Rue Henri Barbusse;10;2;130;Adulte;semi libre;Bande de terre;Isolé;30;10;Conifère;Non
OMISSY;Gymnase LEP;18;2;120;Adulte;semi libre;Bande de terre;Groupe;45;10;Feuillu;Non
OMISSY;Gymnase LEP;15;2;80;Adulte;semi libre;Bande de terre;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;13;2;105;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;14;2;110;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;14;2;120;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;14;2;120;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;14;2;115;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;13;2;100;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;11;2;80;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;11;2;95;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;12;2;125;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;15;2;115;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;10;2;115;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;10;2;100;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;16;2;140;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;16;2;120;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;16;2;125;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;12;2;115;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;11;2;85;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;13;2;100;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;14;3;120;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;17;3;160;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;17;3;125;Adulte;semi libre;gazon;Alignement;35;10;Feuillu;Non
OMISSY;Gymnase LEP;11;1;130;Adulte;semi libre;gazon;Isolé;35;10;Feuillu;Non
OMISSY;Gymnase LEP;11;1;155;Adulte;semi libre;gazon;Isolé;35;10;Feuillu;Non
OMISSY;Gymnase LEP;15;3;120;Adulte;semi libre;gazon;Groupe;35;10;Conifère;Non
OMISSY;Gymnase LEP;12;3;140;Adulte;semi libre;gazon;Groupe;40;10;Conifère;Non
OMISSY;Gymnase LEP;16;2;115;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;17;3;145;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;13;2;115;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;16;3;130;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;21;4;175;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;9;3;100;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;16;3;110;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;11;4;120;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;13;3;95;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;13;3;90;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;13;3;85;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;14;3;130;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;14;3;90;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;13;3;90;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;10;3;105;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;13;3;110;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;10;1;120;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;9;1;90;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;9;1;100;Adulte;semi libre;gazon;Groupe;55;10;Feuillu;Non
OMISSY;Gymnase LEP;6;2;85;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
OMISSY;Gymnase LEP;7;2;100;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
OMISSY;Gymnase LEP;7;2;70;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
OMISSY;Gymnase LEP;6;2;110;Adulte;semi libre;gazon;Groupe;30;10;Feuillu;Non
OMISSY;Gymnase LEP;13;2;70;Jeune;semi libre;gazon;Groupe;15;5;Conifère;Non
OMISSY;Gymnase LEP;13;3;130;Adulte;semi libre;gazon;Groupe;45;10;Feuillu;Non
OMISSY;Gymnase LEP;13;3;125;Adulte;semi libre;gazon;Groupe;45;10;Feuillu;Non
OMISSY;Gymnase LEP;11;3;110;Adulte;semi libre;gazon;Groupe;45;10;Feuillu;Non
OMISSY;Gymnase LEP;13;3;130;Adulte;semi libre;gazon;Groupe;45;10;Feuillu;Non
OMISSY;Gymnase LEP;19;3;125;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;19;3;110;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;19;3;120;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;19;3;120;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;14;3;105;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;15;3;120;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;15;3;130;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;15;4;110;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;13;2;110;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;13;2;110;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;12;2;105;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;11;2;105;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;19;3;140;Adulte;semi libre;gazon;Isolé;45;10;Feuillu;Non
OMISSY;Gymnase LEP;11;2;85;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
OMISSY;Gymnase LEP;19;3;125;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
OMISSY;Gymnase LEP;13;3;110;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
OMISSY;Gymnase LEP;18;3;125;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
OMISSY;Gymnase LEP;18;3;135;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
OMISSY;Gymnase LEP;19;3;105;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
OMISSY;Gymnase LEP;16;3;130;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
OMISSY;Gymnase LEP;12;2;115;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
OMISSY;Gymnase LEP;12;2;90;Adulte;semi libre;gazon;Groupe;40;10;Feuillu;Non
OMISSY;Gymnase LEP;12;2;80;Adulte;semi libre;gazon;Isolé;25;10;Conifère;Non
OMISSY;Gymnase LEP;12;0;130;Adulte;semi libre;gazon;Isolé;30;10;Conifère;Non
OMISSY;Gymnase LEP;13;2;130;Adulte;semi libre;gazon;Isolé;35;10;Conifère;Non
OMISSY;Gymnase LEP;19;3;130;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;19;4;120;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;19;4;140;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;18;4;120;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;19;4;120;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
OMISSY;Gymnase LEP;12;2;55;Jeune;cépée;gazon;Isolé;13;5;Conifère;Non
OMISSY;Gymnase LEP;16;4;140;Adulte;semi libre;gazon;Isolé;35;10;Conifère;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;30;Jeune;semi libre;gazon;Groupe;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;35;Jeune;semi libre;gazon;Groupe;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;10;2;40;Jeune;semi libre;gazon;Isolé;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;10;2;35;Jeune;semi libre;gazon;Isolé;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;35;Jeune;semi libre;gazon;Isolé;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;10;2;40;Jeune;semi libre;gazon;Isolé;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;10;2;40;Jeune;semi libre;gazon;Isolé;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;10;2;40;Jeune;semi libre;gazon;Isolé;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;10;2;40;Jeune;semi libre;gazon;Isolé;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;10;2;40;Jeune;semi libre;gazon;Groupe;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;gazon;Groupe;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;gazon;Groupe;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;Bande de terre;Isolé;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;8;2;40;Jeune;semi libre;Bande de terre;Isolé;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;Bande de terre;Isolé;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;Bande de terre;Alignement;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;10;2;40;Jeune;semi libre;Bande de terre;Isolé;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;Bande de terre;Isolé;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;10;2;40;Jeune;semi libre;gazon;Isolé;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;gazon;Groupe;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;gazon;Groupe;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;Bande de terre;Alignement;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;Bande de terre;Alignement;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;Bande de terre;Alignement;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;Bande de terre;Alignement;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;10;2;40;Jeune;semi libre;Bande de terre;Alignement;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;10;2;40;Jeune;semi libre;Bande de terre;Alignement;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;10;2;40;Jeune;semi libre;Bande de terre;Alignement;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;Bande de terre;Alignement;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;Bande de terre;Alignement;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;Bande de terre;Alignement;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;gazon;Groupe;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;gazon;Groupe;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;7;2;40;Jeune;semi libre;gazon;Isolé;10;5;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;14;3;150;Adulte;réduit relâché;gazon;Alignement;30;10;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;14;3;140;Adulte;réduit relâché;gazon;Alignement;30;10;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;14;2;150;Adulte;réduit relâché;gazon;Alignement;30;10;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;14;2;155;Adulte;réduit relâché;gazon;Alignement;30;10;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;14;3;140;Adulte;réduit relâché;gazon;Alignement;30;10;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;14;3;110;Adulte;réduit relâché;gazon;Alignement;30;10;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;14;2;130;Adulte;réduit relâché;gazon;Alignement;30;10;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;14;2;155;Adulte;réduit relâché;Bande de terre;Alignement;30;10;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;14;2;130;Adulte;réduit relâché;Bande de terre;Alignement;30;10;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;14;2;135;Adulte;réduit relâché;Bande de terre;Alignement;30;10;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;19;2;150;Adulte;semi libre;Bande de terre;Isolé;40;10;Feuillu;Non
Quartier de l'Europe;Rue Louis Galvani;13;4;130;Adulte;réduit relâché;gazon;Alignement;45;10;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;4;2;15;Jeune;semi libre;Bande de terre;Groupe;5;3;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;4;2;15;Jeune;semi libre;Bande de terre;Groupe;5;3;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;4;2;15;Jeune;semi libre;Bande de terre;Groupe;5;3;Feuillu;Non
Quartier de l'Europe;Gymnase Bertrand Gamess;4;2;15;Jeune;semi libre;Bande de terre;Groupe;5;3;Feuillu;Non
Quartier de l'Europe;Rue Laplace;6;2;15;Jeune;semi libre;gazon;Isolé;8;3;Feuillu;Non
Quartier de l'Europe;Rue Laplace;6;2;90;Adulte;semi libre;gazon;Isolé;25;10;Feuillu;Non
Quartier de l'Europe;Rue Laplace;18;3;160;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
Quartier de l'Europe;Rue Laplace;20;3;140;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
Quartier de l'Europe;Rue Laplace;16;3;140;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
Quartier de l'Europe;Rue Laplace;18;3;165;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
Quartier de l'Europe;Rue Laplace;30;4;260;Adulte;semi libre;gazon;Isolé;40;10;Feuillu;Non
Quartier de l'Europe;Rue Louis Galvani;12;2;160;Adulte;réduit relâché;gazon;Alignement;45;10;Feuillu;Non
Quartier de l'Europe;Rue Louis Galvani;12;2;145;Adulte;réduit relâché;gazon;Alignement;45;10;Feuillu;Non
Quartier de l'Europe;Rue Louis Galvani;12;2;150;Adulte;réduit relâché;gazon;Alignement;45;10;Feuillu;Non
Quartier de l'Europe;Rue Louis Galvani;13;3;105;Adulte;réduit relâché;gazon;Alignement;45;10;Feuillu;Non
Quartier de l'Europe;Rue Louis Galvani;13;4;135;Adulte;réduit relâché;gazon;Alignement;45;10;Feuillu;Non
Quartier de l'Europe;Rue Louis Galvani;14;3;130;Adulte;réduit relâché;gazon;Alignement;45;10;Feuillu;Non
Quartier de l'Europe;Rue Louis Galvani;14;3;145;Adulte;réduit relâché;gazon;Alignement;45;10;Feuillu;Non
Quartier de l'Europe;Rue Louis Galvani;14;3;145;Adulte;réduit relâché;gazon;Alignement;45;10;Feuillu;Non
Quartier de l'Europe;Rue Louis Galvani;13;3;125;Adulte;réduit relâché;gazon;Alignement;45;10;Feuillu;Non
Quartier de l'Europe;Rue Louis Galvani;14;4;135;Adulte;réduit relâché;gazon;Alignement;45;10;Feuillu;Non
Quartier de l'Europe;Rue Louis Galvani;13;3;120;Adulte;réduit relâché;gazon;Alignement;45;10;Feuillu;Non
Quartier de l'Europe;Rue Louis Galvani;17;4;145;Adulte;réduit relâché;gazon;Isolé;40;10;Conifère;Non
Quartier de l'Europe;Rue Louis Galvani;10;2;140;Adulte;semi libre;gazon;Isolé;40;10;Feuillu;Non
Quartier de l'Europe;Rue Louis Galvani;20;3;180;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
Quartier de l'Europe;Rue Louis Galvani;16;3;155;Adulte;semi libre;gazon;Groupe;35;10;Feuillu;Non
